timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1750018171786,1547,Get all characters,200,OK,Testing with localhost2 1-118,text,true,,340,154,586,586,http://localhost:3001//characters,1547,0,158
1750018172773,889,Get all characters,200,OK,Testing with localhost2 1-422,text,true,,340,154,701,701,http://localhost:3001//characters,889,0,1
1750018172683,438,Get all characters,200,OK,Testing with localhost2 1-335,text,true,,340,154,572,572,http://localhost:3001//characters,438,0,1
1750018172116,960,Get all characters,200,OK,Testing with localhost2 1-171,text,true,,340,154,550,550,http://localhost:3001//characters,960,0,1
1750018172685,443,Get all characters,200,OK,Testing with localhost2 1-342,text,true,,340,154,572,572,http://localhost:3001//characters,443,0,1
1750018172762,899,Get all characters,200,OK,Testing with localhost2 1-166,text,true,,340,154,701,701,http://localhost:3001//characters,899,0,8
1750018171772,1556,Get all characters,200,OK,Testing with localhost2 1-24,text,true,,340,154,584,584,http://localhost:3001//characters,1556,0,178
1750018171827,1448,Get all characters,200,OK,Testing with localhost2 1-119,text,true,,340,154,576,576,http://localhost:3001//characters,1448,0,126
1750018171766,1533,Get all characters,200,OK,Testing with localhost2 1-66,text,true,,340,154,580,580,http://localhost:3001//characters,1533,0,186
1750018171768,1535,Get all characters,200,OK,Testing with localhost2 1-131,text,true,,340,154,580,580,http://localhost:3001//characters,1535,0,183
1750018171766,1525,Get all characters,200,OK,Testing with localhost2 1-146,text,true,,340,154,579,579,http://localhost:3001//characters,1525,0,186
1750018172725,528,Get all characters,200,OK,Testing with localhost2 1-355,text,true,,340,154,575,575,http://localhost:3001//characters,528,0,1
1750018171836,1501,Get all characters,200,OK,Testing with localhost2 1-5,text,true,,340,154,587,587,http://localhost:3001//characters,1501,0,109
1750018172694,449,Get all characters,200,OK,Testing with localhost2 1-351,text,true,,340,154,572,572,http://localhost:3001//characters,449,0,1
1750018172754,897,Get all characters,200,OK,Testing with localhost2 1-411,text,true,,340,154,701,701,http://localhost:3001//characters,897,0,2
1750018171768,1553,Get all characters,200,OK,Testing with localhost2 1-8,text,true,,340,154,582,582,http://localhost:3001//characters,1553,0,183
1750018172752,900,Get all characters,200,OK,Testing with localhost2 1-407,text,true,,340,154,701,701,http://localhost:3001//characters,900,0,6
1750018172733,873,Get all characters,200,OK,Testing with localhost2 1-375,text,true,,340,154,688,688,http://localhost:3001//characters,873,0,2
1750018172781,944,Get all characters,200,OK,Testing with localhost2 1-429,text,true,,340,154,704,704,http://localhost:3001//characters,944,0,1
1750018172709,515,Get all characters,200,OK,Testing with localhost2 1-358,text,true,,340,154,574,574,http://localhost:3001//characters,515,0,1
1750018171785,1540,Get all characters,200,OK,Testing with localhost2 1-59,text,true,,340,154,583,583,http://localhost:3001//characters,1540,0,165
1750018172687,443,Get all characters,200,OK,Testing with localhost2 1-331,text,true,,340,154,572,572,http://localhost:3001//characters,443,0,1
1750018171834,1498,Get all characters,200,OK,Testing with localhost2 1-13,text,true,,340,154,585,585,http://localhost:3001//characters,1498,0,115
1750018172688,444,Get all characters,200,OK,Testing with localhost2 1-347,text,true,,340,154,572,572,http://localhost:3001//characters,444,0,1
1750018172724,528,Get all characters,200,OK,Testing with localhost2 1-346,text,true,,340,154,575,575,http://localhost:3001//characters,528,0,3
1750018172624,420,Get all characters,200,OK,Testing with localhost2 1-315,text,true,,340,154,533,533,http://localhost:3001//characters,420,0,1
1750018172690,448,Get all characters,200,OK,Testing with localhost2 1-350,text,true,,340,154,572,572,http://localhost:3001//characters,448,0,1
1750018172449,589,Get all characters,200,OK,Testing with localhost2 1-199,text,true,,340,154,532,532,http://localhost:3001//characters,589,0,2
1750018172782,947,Get all characters,200,OK,Testing with localhost2 1-431,text,true,,340,154,704,704,http://localhost:3001//characters,947,0,1
1750018172697,493,Get all characters,200,OK,Testing with localhost2 1-354,text,true,,340,154,574,574,http://localhost:3001//characters,492,0,2
1750018172687,446,Get all characters,200,OK,Testing with localhost2 1-343,text,true,,340,154,572,572,http://localhost:3001//characters,446,0,2
1750018172283,761,Get all characters,200,OK,Testing with localhost2 1-190,text,true,,340,154,533,533,http://localhost:3001//characters,761,0,1
1750018172447,596,Get all characters,200,OK,Testing with localhost2 1-194,text,true,,340,154,533,533,http://localhost:3001//characters,596,0,1
1750018171814,1204,Get all characters,200,OK,Testing with localhost2 1-16,text,true,,340,154,532,532,http://localhost:3001//characters,701,0,663
1750018172783,947,Get all characters,200,OK,Testing with localhost2 1-435,text,true,,340,154,704,704,http://localhost:3001//characters,947,0,1
1750018172624,412,Get all characters,200,OK,Testing with localhost2 1-310,text,true,,340,154,532,532,http://localhost:3001//characters,412,0,1
1750018172452,588,Get all characters,200,OK,Testing with localhost2 1-198,text,true,,340,154,532,532,http://localhost:3001//characters,588,0,2
1750018172785,946,Get all characters,200,OK,Testing with localhost2 1-439,text,true,,340,154,704,704,http://localhost:3001//characters,946,0,1
1750018172458,576,Get all characters,200,OK,Testing with localhost2 1-202,text,true,,340,154,532,532,http://localhost:3001//characters,576,0,3
1750018171821,1216,Get all characters,200,OK,Testing with localhost2 1-63,text,true,,340,154,532,532,http://localhost:3001//characters,1216,0,628
1750018172462,572,Get all characters,200,OK,Testing with localhost2 1-206,text,true,,340,154,532,532,http://localhost:3001//characters,572,0,2
1750018171821,1217,Get all characters,200,OK,Testing with localhost2 1-67,text,true,,340,154,532,532,http://localhost:3001//characters,1217,0,630
1750018172128,947,Get all characters,200,OK,Testing with localhost2 1-185,text,true,,340,154,550,550,http://localhost:3001//characters,947,0,1
1750018172459,573,Get all characters,200,OK,Testing with localhost2 1-203,text,true,,340,154,532,532,http://localhost:3001//characters,573,0,2
1750018171819,1215,Get all characters,200,OK,Testing with localhost2 1-86,text,true,,340,154,532,532,http://localhost:3001//characters,1215,0,643
1750018171820,1215,Get all characters,200,OK,Testing with localhost2 1-143,text,true,,340,154,532,532,http://localhost:3001//characters,1215,0,640
1750018171820,1216,Get all characters,200,OK,Testing with localhost2 1-98,text,true,,340,154,532,532,http://localhost:3001//characters,1216,0,638
1750018172712,523,Get all characters,200,OK,Testing with localhost2 1-376,text,true,,340,154,574,574,http://localhost:3001//characters,523,0,1
1750018171821,1216,Get all characters,200,OK,Testing with localhost2 1-155,text,true,,340,154,532,532,http://localhost:3001//characters,1216,0,633
1750018172467,563,Get all characters,200,OK,Testing with localhost2 1-210,text,true,,340,154,532,532,http://localhost:3001//characters,34,0,1
1750018172785,950,Get all characters,200,OK,Testing with localhost2 1-445,text,true,,340,154,704,704,http://localhost:3001//characters,950,0,1
1750018172718,529,Get all characters,200,OK,Testing with localhost2 1-397,text,true,,340,154,575,575,http://localhost:3001//characters,529,0,2
1750018172460,574,Get all characters,200,OK,Testing with localhost2 1-207,text,true,,340,154,532,532,http://localhost:3001//characters,574,0,2
1750018171815,1214,Get all characters,200,OK,Testing with localhost2 1-78,text,true,,340,154,532,532,http://localhost:3001//characters,686,0,655
1750018171890,1616,Get all characters,200,OK,Testing with localhost2 1-76,text,true,,340,154,652,652,http://localhost:3001//characters,1616,0,30
1750018171817,1215,Get all characters,200,OK,Testing with localhost2 1-94,text,true,,340,154,532,532,http://localhost:3001//characters,1215,0,651
1750018172277,768,Get all characters,200,OK,Testing with localhost2 1-229,text,true,,340,154,533,533,http://localhost:3001//characters,768,0,2
1750018172722,529,Get all characters,200,OK,Testing with localhost2 1-392,text,true,,340,154,575,575,http://localhost:3001//characters,529,0,2
1750018171839,1190,Get all characters,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Testing with localhost2 1-44,text,false,,2631,0,572,572,http://localhost:3001//characters,0,0,1190
1750018171810,1105,Get all characters,200,OK,Testing with localhost2 1-150,text,true,,340,154,529,529,http://localhost:3001//characters,1105,0,776
1750018172779,941,Get all characters,200,OK,Testing with localhost2 1-426,text,true,,340,154,704,704,http://localhost:3001//characters,941,0,1
1750018172785,955,Get all characters,200,OK,Testing with localhost2 1-441,text,true,,340,154,704,704,http://localhost:3001//characters,955,0,1
1750018171814,1213,Get all characters,200,OK,Testing with localhost2 1-51,text,true,,340,154,532,532,http://localhost:3001//characters,695,0,661
1750018172624,407,Get all characters,200,OK,Testing with localhost2 1-311,text,true,,340,154,532,532,http://localhost:3001//characters,407,0,1
1750018172598,446,Get all characters,200,OK,Testing with localhost2 1-317,text,true,,340,154,533,533,http://localhost:3001//characters,446,0,1
1750018172073,1013,Get all characters,200,OK,Testing with localhost2 1-176,text,true,,340,154,555,555,http://localhost:3001//characters,1013,0,1
1750018172719,527,Get all characters,200,OK,Testing with localhost2 1-396,text,true,,340,154,575,575,http://localhost:3001//characters,527,0,1
1750018171823,1205,Get all characters,200,OK,Testing with localhost2 1-158,text,true,,340,154,532,532,http://localhost:3001//characters,680,0,123
1750018172714,525,Get all characters,200,OK,Testing with localhost2 1-385,text,true,,340,154,574,574,http://localhost:3001//characters,525,0,1
1750018172468,561,Get all characters,200,OK,Testing with localhost2 1-214,text,true,,340,154,532,532,http://localhost:3001//characters,34,0,2
1750018172682,439,Get all characters,200,OK,Testing with localhost2 1-330,text,true,,340,154,572,572,http://localhost:3001//characters,438,0,2
1750018172686,443,Get all characters,200,OK,Testing with localhost2 1-327,text,true,,340,154,572,572,http://localhost:3001//characters,443,0,1
1750018172618,394,Get all characters,200,OK,Testing with localhost2 1-303,text,true,,340,154,530,530,http://localhost:3001//characters,393,0,3
1750018172482,70,Get all characters,200,OK,Testing with localhost2 1-252,text,true,,340,154,265,265,http://localhost:3001//characters,70,0,2
1750018172717,527,Get all characters,200,OK,Testing with localhost2 1-384,text,true,,340,154,575,575,http://localhost:3001//characters,527,0,2
1750018172710,514,Get all characters,200,OK,Testing with localhost2 1-377,text,true,,340,154,574,574,http://localhost:3001//characters,514,0,2
1750018172789,956,Get all characters,200,OK,Testing with localhost2 1-442,text,true,,340,154,704,704,http://localhost:3001//characters,956,0,1
1750018172716,527,Get all characters,200,OK,Testing with localhost2 1-389,text,true,,340,154,575,575,http://localhost:3001//characters,527,0,2
1750018171815,1215,Get all characters,200,OK,Testing with localhost2 1-32,text,true,,340,154,532,532,http://localhost:3001//characters,688,0,657
1750018171810,1257,Get all characters,200,OK,Testing with localhost2 1-130,text,true,,340,154,548,548,http://localhost:3001//characters,1257,0,783
1750018172789,959,Get all characters,200,OK,Testing with localhost2 1-449,text,true,,340,154,704,704,http://localhost:3001//characters,959,0,1
1750018172706,508,Get all characters,200,OK,Testing with localhost2 1-365,text,true,,340,154,574,574,http://localhost:3001//characters,508,0,1
1750018172573,319,Get all characters,200,OK,Testing with localhost2 1-274,text,true,,340,154,529,529,http://localhost:3001//characters,319,0,4
1750018172676,443,Get all characters,200,OK,Testing with localhost2 1-326,text,true,,340,154,572,572,http://localhost:3001//characters,443,0,2
1750018172710,511,Get all characters,200,OK,Testing with localhost2 1-369,text,true,,340,154,574,574,http://localhost:3001//characters,511,0,2
1750018172701,503,Get all characters,200,OK,Testing with localhost2 1-348,text,true,,340,154,574,574,http://localhost:3001//characters,503,0,4
1750018172750,896,Get all characters,200,OK,Testing with localhost2 1-399,text,true,,340,154,701,701,http://localhost:3001//characters,896,0,1
1750018172590,477,Get all characters,200,OK,Testing with localhost2 1-286,text,true,,340,154,548,548,http://localhost:3001//characters,477,0,2
1750018171813,1213,Get all characters,200,OK,Testing with localhost2 1-95,text,true,,340,154,532,532,http://localhost:3001//characters,699,0,661
1750018172153,915,Get all characters,200,OK,Testing with localhost2 1-182,text,true,,340,154,548,548,http://localhost:3001//characters,915,0,2
1750018172788,963,Get all characters,200,OK,Testing with localhost2 1-448,text,true,,340,154,704,704,http://localhost:3001//characters,963,0,2
1750018172140,935,Get all characters,200,OK,Testing with localhost2 1-178,text,true,,340,154,550,550,http://localhost:3001//characters,935,0,2
1750018172705,507,Get all characters,200,OK,Testing with localhost2 1-360,text,true,,340,154,574,574,http://localhost:3001//characters,507,0,2
1750018172702,499,Get all characters,200,OK,Testing with localhost2 1-345,text,true,,340,154,574,574,http://localhost:3001//characters,499,0,1
1750018172705,504,Get all characters,200,OK,Testing with localhost2 1-364,text,true,,340,154,574,574,http://localhost:3001//characters,504,0,2
1750018172701,498,Get all characters,200,OK,Testing with localhost2 1-357,text,true,,340,154,574,574,http://localhost:3001//characters,498,0,1
1750018171811,1103,Get all characters,200,OK,Testing with localhost2 1-102,text,true,,340,154,529,529,http://localhost:3001//characters,1103,0,775
1750018172603,466,Get all characters,200,OK,Testing with localhost2 1-294,text,true,,340,154,549,549,http://localhost:3001//characters,466,0,1
1750018171810,1102,Get all characters,200,OK,Testing with localhost2 1-54,text,true,,340,154,529,529,http://localhost:3001//characters,1102,0,775
1750018172304,740,Get all characters,200,OK,Testing with localhost2 1-233,text,true,,340,154,533,533,http://localhost:3001//characters,740,0,1
1750018172583,326,Get all characters,200,OK,Testing with localhost2 1-287,text,true,,340,154,529,529,http://localhost:3001//characters,326,0,1
1750018172709,527,Get all characters,200,OK,Testing with localhost2 1-373,text,true,,340,154,574,574,http://localhost:3001//characters,527,0,6
1750018172714,523,Get all characters,200,OK,Testing with localhost2 1-388,text,true,,340,154,574,574,http://localhost:3001//characters,523,0,1
1750018172746,899,Get all characters,200,OK,Testing with localhost2 1-398,text,true,,340,154,701,701,http://localhost:3001//characters,899,0,2
1750018172751,898,Get all characters,200,OK,Testing with localhost2 1-406,text,true,,340,154,701,701,http://localhost:3001//characters,898,0,2
1750018172551,170,Get all characters,200,OK,Testing with localhost2 1-242,text,true,,340,154,378,378,http://localhost:3001//characters,170,0,1
1750018172150,921,Get all characters,200,OK,Testing with localhost2 1-179,text,true,,340,154,549,549,http://localhost:3001//characters,921,0,1
1750018172745,898,Get all characters,200,OK,Testing with localhost2 1-382,text,true,,340,154,701,701,http://localhost:3001//characters,898,0,2
1750018172739,892,Get all characters,200,OK,Testing with localhost2 1-409,text,true,,340,154,696,696,http://localhost:3001//characters,892,0,2
1750018172740,893,Get all characters,200,OK,Testing with localhost2 1-408,text,true,,340,154,697,697,http://localhost:3001//characters,893,0,1
1750018172743,894,Get all characters,200,OK,Testing with localhost2 1-391,text,true,,340,154,701,701,http://localhost:3001//characters,894,0,1
1750018172750,897,Get all characters,200,OK,Testing with localhost2 1-412,text,true,,340,154,701,701,http://localhost:3001//characters,897,0,1
1750018172742,894,Get all characters,200,OK,Testing with localhost2 1-390,text,true,,340,154,701,701,http://localhost:3001//characters,894,0,2
1750018172256,791,Get all characters,200,OK,Testing with localhost2 1-225,text,true,,340,154,535,535,http://localhost:3001//characters,791,0,1
1750018172738,888,Get all characters,200,OK,Testing with localhost2 1-359,text,true,,340,154,694,694,http://localhost:3001//characters,888,0,2
1750018172101,979,Get all characters,200,OK,Testing with localhost2 1-163,text,true,,340,154,553,553,http://localhost:3001//characters,979,0,4
1750018172241,812,Get all characters,200,OK,Testing with localhost2 1-213,text,true,,340,154,538,538,http://localhost:3001//characters,812,0,3
1750018172249,803,Get all characters,200,OK,Testing with localhost2 1-221,text,true,,340,154,537,537,http://localhost:3001//characters,803,0,2
1750018172231,827,Get all characters,200,OK,Testing with localhost2 1-216,text,true,,340,154,541,541,http://localhost:3001//characters,827,0,2
1750018171765,1511,Get all characters,200,OK,Testing with localhost2 1-123,text,true,,340,154,576,576,http://localhost:3001//characters,1511,0,188
1750018171780,1501,Get all characters,200,OK,Testing with localhost2 1-134,text,true,,340,154,578,578,http://localhost:3001//characters,1501,0,173
1750018172744,898,Get all characters,200,OK,Testing with localhost2 1-395,text,true,,340,154,701,701,http://localhost:3001//characters,898,0,2
1750018172727,528,Get all characters,200,OK,Testing with localhost2 1-362,text,true,,340,154,575,575,http://localhost:3001//characters,528,0,1
1750018172689,450,Get all characters,200,OK,Testing with localhost2 1-338,text,true,,340,154,572,572,http://localhost:3001//characters,450,0,2
1750018172546,139,Get all characters,200,OK,Testing with localhost2 1-231,text,true,,340,154,341,341,http://localhost:3001//characters,139,0,1
1750018172270,776,Get all characters,200,OK,Testing with localhost2 1-228,text,true,,340,154,534,534,http://localhost:3001//characters,776,0,5
1750018172550,174,Get all characters,200,OK,Testing with localhost2 1-238,text,true,,340,154,379,379,http://localhost:3001//characters,174,0,2
1750018172102,982,Get all characters,200,OK,Testing with localhost2 1-162,text,true,,340,154,554,554,http://localhost:3001//characters,982,0,3
1750018172605,470,Get all characters,200,OK,Testing with localhost2 1-295,text,true,,340,154,550,550,http://localhost:3001//characters,470,0,2
1750018172739,891,Get all characters,200,OK,Testing with localhost2 1-405,text,true,,340,154,696,696,http://localhost:3001//characters,891,0,2
1750018171890,1614,Get all characters,200,OK,Testing with localhost2 1-3,text,true,,340,154,650,650,http://localhost:3001//characters,1614,0,31
1750018172604,470,Get all characters,200,OK,Testing with localhost2 1-291,text,true,,340,154,550,550,http://localhost:3001//characters,470,0,5
1750018172712,518,Get all characters,200,OK,Testing with localhost2 1-372,text,true,,340,154,574,574,http://localhost:3001//characters,518,0,1
1750018172683,440,Get all characters,200,OK,Testing with localhost2 1-334,text,true,,340,154,572,572,http://localhost:3001//characters,440,0,1
1750018172786,956,Get all characters,200,OK,Testing with localhost2 1-438,text,true,,340,154,704,704,http://localhost:3001//characters,956,0,1
1750018171820,1217,Get all characters,200,OK,Testing with localhost2 1-75,text,true,,340,154,532,532,http://localhost:3001//characters,1217,0,638
1750018171885,1400,Get all characters,200,OK,Testing with localhost2 1-10,text,true,,340,154,578,578,http://localhost:3001//characters,1400,0,68
1750018172793,974,Get all characters,200,OK,Testing with localhost2 1-447,text,true,,340,154,705,705,http://localhost:3001//characters,974,0,2
1750018172574,313,Get all characters,200,OK,Testing with localhost2 1-270,text,true,,340,154,529,529,http://localhost:3001//characters,313,0,1
1750018171874,1634,Get all characters,200,OK,Testing with localhost2 1-125,text,true,,340,154,652,652,http://localhost:3001//characters,1634,0,46
1750018172268,777,Get all characters,200,OK,Testing with localhost2 1-493,text,true,,340,154,533,533,http://localhost:3001//characters,777,0,9
1750018172795,976,Get all characters,200,OK,Testing with localhost2 1-461,text,true,,340,154,705,705,http://localhost:3001//characters,976,0,1
1750018172757,895,Get all characters,200,OK,Testing with localhost2 1-410,text,true,,340,154,701,701,http://localhost:3001//characters,895,0,1
1750018171821,1222,Get all characters,200,OK,Testing with localhost2 1-126,text,true,,340,154,533,533,http://localhost:3001//characters,1222,0,616
1750018172290,754,Get all characters,200,OK,Testing with localhost2 1-191,text,true,,340,154,533,533,http://localhost:3001//characters,754,0,4
1750018171826,1493,Get all characters,200,OK,Testing with localhost2 1-107,text,true,,340,154,582,582,http://localhost:3001//characters,1493,0,124
1750018171786,1544,Get all characters,200,OK,Testing with localhost2 1-25,text,true,,340,154,584,584,http://localhost:3001//characters,1543,0,164
1750018171826,1483,Get all characters,200,OK,Testing with localhost2 1-70,text,true,,340,154,580,580,http://localhost:3001//characters,1483,0,125
1750018172779,945,Get all characters,200,OK,Testing with localhost2 1-430,text,true,,340,154,704,704,http://localhost:3001//characters,944,0,1
1750018172792,984,Get all characters,200,OK,Testing with localhost2 1-451,text,true,,340,154,705,705,http://localhost:3001//characters,967,0,1
1750018172795,981,Get all characters,200,OK,Testing with localhost2 1-458,text,true,,340,154,705,705,http://localhost:3001//characters,981,0,1
1750018171820,710,Get all characters,200,OK,Testing with localhost2 1-21,text,true,,340,154,252,252,http://localhost:3001//characters,680,0,646
1750018172792,971,Get all characters,200,OK,Testing with localhost2 1-446,text,true,,340,154,704,704,http://localhost:3001//characters,971,0,1
1750018172796,983,Get all characters,200,OK,Testing with localhost2 1-462,text,true,,340,154,705,705,http://localhost:3001//characters,983,0,1
1750018172551,176,Get all characters,200,OK,Testing with localhost2 1-239,text,true,,340,154,381,381,http://localhost:3001//characters,176,0,2
1750018172719,529,Get all characters,200,OK,Testing with localhost2 1-380,text,true,,340,154,575,575,http://localhost:3001//characters,529,0,1
1750018172548,143,Get all characters,200,OK,Testing with localhost2 1-235,text,true,,340,154,345,345,http://localhost:3001//characters,143,0,1
1750018171806,1272,Get all characters,200,OK,Testing with localhost2 1-39,text,true,,340,154,551,551,http://localhost:3001//characters,1272,0,807
1750018172684,441,Get all characters,200,OK,Testing with localhost2 1-337,text,true,,340,154,572,572,http://localhost:3001//characters,441,0,1
1750018172797,987,Get all characters,200,OK,Testing with localhost2 1-463,text,true,,340,154,705,705,http://localhost:3001//characters,986,0,1
1750018172592,451,Get all characters,200,OK,Testing with localhost2 1-309,text,true,,340,154,533,533,http://localhost:3001//characters,451,0,2
1750018172217,842,Get all characters,200,OK,Testing with localhost2 1-209,text,true,,340,154,541,541,http://localhost:3001//characters,842,0,2
1750018171889,1372,Get all characters,200,OK,Testing with localhost2 1-29,text,true,,340,154,575,575,http://localhost:3001//characters,1372,0,66
1750018172200,863,Get all characters,200,OK,Testing with localhost2 1-200,text,true,,340,154,547,547,http://localhost:3001//characters,863,0,2
1750018172216,844,Get all characters,200,OK,Testing with localhost2 1-204,text,true,,340,154,543,543,http://localhost:3001//characters,844,0,2
1750018172719,531,Get all characters,200,OK,Testing with localhost2 1-393,text,true,,340,154,575,575,http://localhost:3001//characters,531,0,3
1750018172561,208,Get all characters,200,OK,Testing with localhost2 1-258,text,true,,340,154,414,414,http://localhost:3001//characters,208,0,2
1750018171804,1280,Get all characters,200,OK,Testing with localhost2 1-147,text,true,,340,154,554,554,http://localhost:3001//characters,1280,0,809
1750018172560,209,Get all characters,200,OK,Testing with localhost2 1-250,text,true,,340,154,414,414,http://localhost:3001//characters,208,0,1
1750018172730,871,Get all characters,200,OK,Testing with localhost2 1-401,text,true,,340,154,688,688,http://localhost:3001//characters,871,0,1
1750018172094,993,Get all characters,200,OK,Testing with localhost2 1-363,text,true,,340,154,556,556,http://localhost:3001//characters,993,0,1
1750018172729,872,Get all characters,200,OK,Testing with localhost2 1-400,text,true,,340,154,688,688,http://localhost:3001//characters,872,0,1
1750018172622,463,Get all characters,200,OK,Testing with localhost2 1-307,text,true,,340,154,555,555,http://localhost:3001//characters,463,0,33
